image_path,labels
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0011.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0012.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0013.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0014.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0015.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0016.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0017.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0018.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0019.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0020.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0021.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0022.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0023.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0024.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0025.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0026.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0027.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0028.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0029.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0030.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0031.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0032.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0033.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0034.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0035.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0036.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0037.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0038.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0039.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0040.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0041.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0042.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0043.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0044.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0045.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0046.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0047.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0048.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0049.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0050.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0051.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0052.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0053.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0054.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0055.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0056.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0057.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0058.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0059.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0060.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0061.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0062.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0063.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0064.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0065.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0066.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0067.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0068.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0069.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crayfish\image_0070.jpg,crayfish
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0001.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0002.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0003.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0004.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0005.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0006.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0007.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0008.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0009.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0010.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0011.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0012.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0013.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0014.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0015.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0016.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0017.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0018.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0019.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0020.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0021.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0022.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0023.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0024.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0025.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0026.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0027.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0028.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0029.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0030.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0031.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0032.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0033.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0034.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0035.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0036.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0037.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0038.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0039.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0040.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0041.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0042.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0043.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0044.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0045.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0046.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0047.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0048.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0049.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile\image_0050.jpg,crocodile
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0001.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0002.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0003.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0004.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0005.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0006.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0007.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0008.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0009.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0010.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0011.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0012.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0013.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0014.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0015.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0016.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0017.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0018.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0019.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0020.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0021.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0022.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0023.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0024.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0025.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0026.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0027.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0028.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0029.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0030.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0031.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0032.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0033.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0034.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0035.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0036.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0037.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0038.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0039.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0040.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0041.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0042.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0043.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0044.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0045.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0046.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0047.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0048.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0049.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0050.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\crocodile_head\image_0051.jpg,crocodile_head
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0001.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0002.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0003.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0004.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0005.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0006.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0007.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0008.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0009.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0010.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0011.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0012.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0013.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0014.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0015.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0016.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0017.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0018.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0019.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0020.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0021.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0022.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0023.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0024.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0025.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0026.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0027.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0028.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0029.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0030.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0031.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0032.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0033.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0034.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0035.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0036.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0037.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0038.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0039.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0040.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0041.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0042.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0043.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0044.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0045.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0046.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0047.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0048.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0049.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0050.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0051.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0052.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0053.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0054.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0055.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0056.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\cup\image_0057.jpg,cup
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0001.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0002.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0003.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0004.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0005.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0006.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0007.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0008.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0009.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0010.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0011.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0012.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0013.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0014.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0015.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0016.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0017.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0018.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0019.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0020.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0021.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0022.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0023.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0024.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0025.jpg,dalmatian
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\dalmatian\image_0026.jpg,dalmatian
