user_id,user_name,track_id,track_name,artist_name,popularity,genres
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ql3dy4uebww61vqwq2p9ar,Burning Edge,S. Molchat Doma,41,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,6ld6aghvt6erncs0m81nfb,Midnight Rhythm,DJ SoulChef,32,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,gtwkr4e6mcm730yyacycae,Electric Memories,The Raftaar,41,jazz rap
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,92qatduc9uuwjhl146t4u6,Crimson Voices,S. Omega Tribe,54,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,s3jqo5u8nf77bwurj7x2u0,Midnight Voices,MC SoulChef,90,"edm, electronic"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,bf21tkkbuwgacsd8af5aq5,Golden Sky,S. Omega Tribe,85,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,t3var6pi0xuur673xhdvod,Midnight Edge,MC Divine,79,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,cr2539ump9eyf8z3jhkoev,Neon Memories,MC Omega Tribe,33,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,zlr3fv4psusujz1akmmq5c,Lonely Cross,MC Yuvan,29,"edm, electronic"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,4ufvnec31ggx44ctqkryf6,Midnight Edge,The Yuvan,61,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,574iz0pq76h5apsr1xf1jt,Midnight Edge,S. Raja Kumari,79,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,kw5ab943txcaxef3fks4mr,Golden Motion,Lil SoulChef,3,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,hbetjiplc9oj6l1lpdm6td,Lonely Cross,MC Divine,28,jazz rap
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,gkdu009zugb35mvr1oqi41,Secret Motion,The Darshan Raval,25,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,gs7x1b5azrzv7bniczugl0,Golden Motion,Young Darshan Raval,67,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,eeyujqeqc2623twtt9ya7u,Lonely Code,MC TV Girl,43,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,8ll5b42jjishjrvq8ty8xy,Midnight Voices,The Raftaar,69,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,6of56kb6fvwjtas86xxkth,Burning Cross,Young Omega Tribe,54,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,i16uj6s7u5v4mfvht3pep4,Neon Loop,Lil Omega Tribe,88,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,4orcswbckw9z1es427f58l,Secret Dreams,The SoulChef,62,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,jeu9i6ze5rvenxt5xbg3ss,Frozen Sky,Lil Yuvan,40,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,0azgubsk8yerg0cltnzya0,Secret Edge,Lil Divine,43,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,d25f0c6uem16qza4civjdo,Crimson Dreams,DJ Raftaar,25,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,m2x3is3qtc7h3on4y0b0b0,Frozen Code,Young Raja Kumari,87,"rock, alternative"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,lpm63axlwv9i6kkx0v7pnf,Golden Code,The SoulChef,81,"post-punk, darkwave, cold wave"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,flqv7bhvzanvuans6eazaq,Lonely Rhythm,S. SoulChef,25,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,w7tmzw1cb678zapquy38tz,Lonely Code,DJ TV Girl,97,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,349wh1usoid84qold5h4xq,Lost Voices,MC Ram Sampath,66,"post-punk, darkwave, cold wave"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ldlynl959whf8xmpa8jd28,Lost Dreams,The Divine,74,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,6wwst6st6sf31p837v3gp9,Lost Memories,Lil Molchat Doma,82,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,hzj7u86enounrenn8845mw,Secret Motion,Young Yuvan,6,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,f5q85ybfb6gpxek7h80gdf,Midnight Loop,DJ Omega Tribe,35,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,hkwmw239kmwrcyis66xxux,Frozen Sky,Young Molchat Doma,24,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,izmddqmfrl25fmr884h51h,Lost Edge,Young Molchat Doma,11,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,opohkqbssxpsrds5l8bcrp,Golden Edge,Lil Darshan Raval,47,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,mqb67lycipqir1mez7dmov,Golden Memories,Young Molchat Doma,84,"trap, cloud rap"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,csfz7nkdxyy8b5ajwgdz70,Secret Cross,DJ Ram Sampath,19,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ynrmx61679xiu2za3zd5nv,Crimson Cross,DJ Omega Tribe,60,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,xim1yfkzrgu8aighobs9tc,Lost Rhythm,S. TV Girl,20,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,1kv3ubhuftixzdctegadon,Electric Memories,The Raja Kumari,89,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,4w08froxqfaz4d6p69zpg6,Crimson Rhythm,Young Omega Tribe,60,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,w9x188bjpg2mwlmptjjnb6,Electric Rhythm,DJ Molchat Doma,3,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,dhomq6txy0jftrq7xs7upw,Midnight Dreams,The Ram Sampath,37,"edm, electronic"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,yp5r4hysozzbzss83u0t0l,Golden Loop,Young Ram Sampath,4,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,vvzy6zx9j67vh3zwx3xl8f,Golden Dreams,Lil TV Girl,75,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,g20sx84ci4fkzcfkbu8v82,Lost Dreams,DJ Yuvan,87,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,534z8f3uvlp5fxy2832fsf,Frozen Motion,Lil Raftaar,29,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,a95mozymsyqar5w4reixde,Crimson Rhythm,Young Divine,37,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,kv8gotut69r17c5pun5s5d,Lonely Loop,S. Raja Kumari,61,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,d9jcqphtlezcf51eqrzv0i,Secret Cross,Young TV Girl,17,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,sdneek5am0awpdeapbsfyj,Golden Rhythm,MC Divine,15,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,tzwt2bakwiaxr263i7gmth,Lost Motion,DJ Omega Tribe,14,"post-punk, darkwave, cold wave"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,avgj2vo58chtprhszwebr1,Crimson Sky,Lil Molchat Doma,18,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,92f5hi1xcelgcy0fnw8esi,Lost Rhythm,DJ Molchat Doma,38,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,7d1kpsgdl4ud34sd54dmwg,Electric Code,DJ Raftaar,95,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,tmkjweqqtfrgqi7qikbe8u,Golden Voices,S. Omega Tribe,17,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,meg0dyb9tcj7vq6qnuchar,Neon Memories,The Molchat Doma,28,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,8zj7hrcpmu3jj96divz6td,Midnight Motion,DJ Raftaar,35,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,d0cx5rr36rz6kxbquv3i8n,Crimson Edge,The Raja Kumari,13,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,6urnoh1d9rf0rzk9zkd1gl,Lonely Edge,Lil Molchat Doma,98,"tamil, kollywood, tamil dance"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,f2k5qxnlyylj7m4pjnjfa2,Lonely Sky,Young Darshan Raval,20,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ajqao7hym0mr0un4oa70bt,Lonely Memories,The Ram Sampath,42,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,3uh75gr39gfzqd16narvf2,Secret Voices,DJ TV Girl,90,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ebgk6v5b1gexjovq88ezdj,Lost Loop,Young Molchat Doma,7,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,02y8sk9h5levvm9ek9l4y3,Lost Voices,The Raftaar,75,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,p2kjqj0d782tjhlnnrtwug,Secret Edge,MC Raja Kumari,30,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,5k34u69kupc7ksinlh4htw,Electric Memories,DJ Omega Tribe,63,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,dh9o2rdyvas8d9kgp0vc27,Lonely Voices,Lil TV Girl,89,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,109wt81e5gxq7180dkuq5f,Golden Cross,Lil TV Girl,20,"trap, cloud rap"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,4613jufsh6i88ugy92lgnd,Secret Edge,DJ Divine,56,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,pwmive32pi89i4xj12802p,Burning Voices,MC Darshan Raval,78,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ecg5z0gqgb57cirg7ot1oc,Midnight Cross,Lil Yuvan,48,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,lhsqklev5wf392p3um343m,Frozen Dreams,MC Divine,44,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,d6mlo7ijngj1o8srs6bm2r,Golden Code,The Molchat Doma,38,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,vulhjw6spobpvaqibvxdus,Crimson Edge,Lil Darshan Raval,86,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,3rdth8dlv4fqnjj5mb89nr,Lost Dreams,Lil Yuvan,53,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7rr4kk52sjarui2a87h5a4,Lonely Edge,The Molchat Doma,66,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,d7ancmmxviexfe6xngi6vx,Secret Rhythm,The Raftaar,16,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,5bun6fxeq0etv6gw69p3sv,Frozen Memories,Lil Yuvan,79,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,dnjmsr0c6098j3wzoy9jar,Lonely Code,MC SoulChef,94,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,5mx94gy5ngn3vuu88e47yl,Midnight Memories,The Raja Kumari,44,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,a88dv89c9h4oewrjok04ri,Electric Voices,Young Divine,61,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ixzq25dios3cko07jgvwat,Burning Sky,S. SoulChef,96,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,0v2zwn8cg1j9pffm50ayxa,Lonely Edge,S. Raja Kumari,58,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,vze25tv7542tdkjtuke3w6,Burning Memories,S. Omega Tribe,70,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,xe7ld7fv544fsnzi1svd1p,Crimson Voices,DJ TV Girl,19,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,zqn0rbhba8ebhwekr45rem,Neon Voices,MC Darshan Raval,12,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,bail1666etj9xzajheiohj,Crimson Cross,The Ram Sampath,97,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,szwx55ddo91pkdttb6j656,Lost Dreams,Young SoulChef,23,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,3eeuk166wr0i8itr5ir0qe,Frozen Code,Lil TV Girl,66,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,s1fsvx1r6spd0hjpv03xra,Lonely Loop,MC Ram Sampath,91,"city pop, kayokyoku, j-pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,a472r6f1vrlsu8xda8kxqx,Crimson Dreams,MC Raftaar,97,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,fimokdvnd0fnu60im88wch,Neon Motion,Lil Raftaar,64,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,0rsxyggg3u3rmn3xa7qtnz,Frozen Rhythm,Lil Yuvan,95,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,0a31bnexmd78q07ck80vll,Crimson Memories,Young Omega Tribe,16,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,9y8hzuz3p7ulm5391amcx0,Midnight Cross,MC Raftaar,15,"edm, electronic"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,3jxgzz1pgqn7j4y2926qrp,Lost Edge,The Omega Tribe,22,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,4lupgjabqc2sdz6r562mul,Lonely Motion,S. Omega Tribe,96,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,fpdyl74gc8redho3o4ihlt,Lonely Rhythm,Young Ram Sampath,25,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,bvtyw3ue4tl9iprmpwaxo6,Electric Code,S. Divine,0,"post-punk, darkwave, cold wave"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ij98edys6e9j3nia2nktz6,Midnight Memories,Young Omega Tribe,28,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,0rmxlrynikaaj7fwtf7wm8,Midnight Loop,MC TV Girl,26,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,hx8mk897ggzp24k4tbwxwk,Golden Memories,S. Raja Kumari,59,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,71ffbxf23qn5n9yh6lnxa7,Neon Memories,The Raftaar,93,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,tltotdxohvpz4j0uqm8tpj,Crimson Sky,S. Raftaar,34,"rock, alternative"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,raa4t35hbgjva0vhu6axv5,Neon Code,MC Darshan Raval,61,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,jv4qvyacforhzzm9pgbmxr,Neon Memories,The Ram Sampath,2,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,0z63g8ozteh8vaferknc03,Crimson Code,Lil Raja Kumari,78,"k-pop, dance pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,12jr8eq7zlyzqz85t90vqn,Crimson Code,The Omega Tribe,40,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,61af939gvjoy0uqfpu8a8a,Lonely Loop,Lil Yuvan,95,"post-punk, darkwave, cold wave"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,k3g8nwctlkb6i4s5g2ej46,Crimson Motion,Lil Ram Sampath,46,
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,fxjkhzyr79g51tpjvs7cxq,Neon Motion,S. Raftaar,69,"city pop, kayokyoku, j-pop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,7l4ujj1szikb0c0zvr0wzm,Lost Cross,Lil Omega Tribe,42,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,plwzif502hnt3vz48zbl1z,Secret Code,MC Divine,17,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7tzvfzuxvg57cn861dizlm,Electric Edge,MC Omega Tribe,15,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,joevcxbemygyrr6yjnikd5,Burning Edge,S. Molchat Doma,78,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,qdl0fqpnehdcx3d5jxhm08,Frozen Loop,Young TV Girl,77,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,vtj1ko5qcueywua1zt5eqe,Crimson Dreams,S. Ram Sampath,71,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,rmq74na6s90bldospvrmfd,Secret Code,MC Omega Tribe,94,
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,318cl5o5kk090zt6nz74c7,Frozen Loop,DJ Ram Sampath,37,"edm, electronic"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,c4tbom59isx8uzx5mkdulo,Midnight Cross,S. Darshan Raval,85,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,yh8zghif74i4li7fdc3ian,Midnight Motion,DJ Molchat Doma,47,jazz rap
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,iy9727g8538bd9usjplnpi,Neon Sky,S. Omega Tribe,33,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,slk6q9ojll4mix34b6epsw,Lost Voices,MC Divine,98,"edm, electronic"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,knzybgaop1fo9afi8404ec,Midnight Rhythm,Young Yuvan,16,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,e0zbe6knt7nlk8i5i5k0x1,Burning Sky,The Ram Sampath,59,"synthwave, retro, 80s"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,hyfbvv3lh1vslfibs477n2,Crimson Loop,The Raja Kumari,93,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,jqw84ev516240bm7ngg1v8,Secret Motion,The Raja Kumari,71,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,vak1fwo2u7swojyv3uir7p,Crimson Dreams,The Raftaar,16,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,7kzvhvq4c5p1rxerecn0t6,Burning Voices,The SoulChef,69,"trap, cloud rap"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,jqr4pen9himjw225b92e3a,Burning Sky,The Raja Kumari,63,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,p1a5tbbdasze4xbw4hyycv,Crimson Code,DJ TV Girl,49,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,wtcqf2v61a7fcn3mcurkmu,Golden Loop,Lil Omega Tribe,8,"haryanvi, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,27gdqgih8wwrabq737esox,Neon Memories,S. TV Girl,60,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,b4fsuj6lu14ryxd52znl11,Lonely Rhythm,S. SoulChef,44,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,qhegeno5iogahrc5wbza80,Electric Code,MC Raftaar,81,"bollywood, hindi pop, desi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ftkpzm7d056911pkr5timu,Crimson Loop,MC Molchat Doma,37,"hip hop, desi hip hop"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,6avqctqoiknbh5jnodhd6p,Midnight Loop,S. Divine,28,jazz rap
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,lbcm9h5oxqot8i1n1vg4g1,Neon Sky,Young SoulChef,20,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,ybqv4s2zesmz0vj7rolecp,Midnight Dreams,DJ Darshan Raval,35,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,m4bxao01dhd9dm544ef21j,Frozen Sky,S. Omega Tribe,3,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,u04woyc1pxjz65pnhhrngc,Crimson Voices,Young TV Girl,34,"edm, electronic"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,2dh196odt9x35kpzp70dpt,Secret Dreams,Lil Raftaar,64,"edm, electronic"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,fnq6byecb14igs4f3x0zqi,Neon Loop,DJ Raja Kumari,3,"phonk, drift phonk"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,j5l9rjpqbx9b5fl6gzovxc,Neon Rhythm,The Divine,47,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,fg7oh6jusjsh0l4hgyitsj,Lost Rhythm,MC TV Girl,65,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,5yass6t8rzvrrmdnzrfdyp,Neon Memories,DJ Raftaar,32,"bollywood, hindi pop, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,uk6t5hcqb48k3yd757rio5,Frozen Sky,DJ Molchat Doma,90,"trap, cloud rap"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,x0i00z53wk6mfp27f34msf,Secret Cross,Lil TV Girl,8,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,p6sevtf8951ocwzcyj2e0c,Lonely Code,Young Darshan Raval,20,"trap, cloud rap"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,hkpojoxoavyj0jhf1qg4wf,Golden Rhythm,Lil Molchat Doma,50,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,v35r5nmk71ookhnu72i5vn,Burning Voices,MC Divine,13,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,lfkepkxewjjww9oee24jpp,Crimson Memories,S. Ram Sampath,87,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,48eauxyutlin2qdola6dtz,Crimson Edge,DJ Divine,45,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,wrsebexosj0v6jld9un94x,Lonely Memories,MC Divine,97,
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,7zksemlgqteh3bly01bibu,Lonely Rhythm,DJ Ram Sampath,33,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,2zr4zgg5g5hj5tjfp8ennb,Neon Memories,The Omega Tribe,60,"post-punk, darkwave, cold wave"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ykw34c14ekj6vbfrgi6t3q,Neon Voices,S. TV Girl,46,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,mf18cxfx7xu0smapqzmt60,Lonely Edge,Young Ram Sampath,10,"haryanvi, desi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,7u8m776rpydb3x69q3mvne,Lost Loop,Young TV Girl,28,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,yvd6nfsf4zw9oqggseuteq,Neon Edge,The Raja Kumari,80,"phonk, drift phonk"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,kvb1nj5r24vkf3f9lfoyrt,Golden Code,The TV Girl,28,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,z0w2lrp9a2rrjb6y11jfyl,Lost Motion,The Ram Sampath,52,
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,tvd2xaabqb80dej2mxknxv,Golden Rhythm,The Omega Tribe,51,"rock, alternative"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,h4k0q2guoaqsk24itieg1h,Crimson Memories,S. Darshan Raval,49,"edm, electronic"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,a21rkl0d8o68r6uj283k58,Lonely Dreams,MC SoulChef,86,"classical, indian classical"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,vhs1aabje3yylyixpg9ipe,Neon Motion,The Molchat Doma,34,"synthwave, retro, 80s"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,79w6pbsv9n1ls8cvqph2f1,Crimson Dreams,Lil Ram Sampath,33,"instrumental, chillhop, lo-fi"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,57ivtml2oxtf047ada31wx,Crimson Voices,S. Omega Tribe,47,"classical, indian classical"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ipj0hsilm4sghwj8vtltx0,Lost Edge,The Ram Sampath,67,"k-pop, dance pop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,z9yii4bvvn4oajk747msu2,Secret Cross,MC Ram Sampath,73,"tamil, kollywood, tamil dance"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,fkx0cyoclnm9ofny4ffj62,Golden Cross,Lil SoulChef,0,"hip hop, desi hip hop"
f5mnhxysyvoolpw64vqlrbbht,RJ Joshi,f7ae0rim3d5xxwpg3tsqaf,Golden Dreams,Young Molchat Doma,52,"instrumental, chillhop, lo-fi"
vk06ud21bzhoaxf157oe2lpr2,RIAUHAS,ouzdx4euyjbej40g5k9xxl,Midnight Loop,Young Yuvan,68,"instrumental, chillhop, lo-fi"
